video_path,label,split,source_dataset,left_knee_angle_mean,left_knee_angle_std,left_knee_angle_min,left_knee_angle_max,left_knee_angle_range,left_knee_angle_median,left_knee_angle_q1,left_knee_angle_q3,right_knee_angle_mean,right_knee_angle_std,right_knee_angle_min,right_knee_angle_max,right_knee_angle_range,right_knee_angle_median,right_knee_angle_q1,right_knee_angle_q3,left_hip_angle_mean,left_hip_angle_std,left_hip_angle_min,left_hip_angle_max,left_hip_angle_range,left_hip_angle_median,left_hip_angle_q1,left_hip_angle_q3,right_hip_angle_mean,right_hip_angle_std,right_hip_angle_min,right_hip_angle_max,right_hip_angle_range,right_hip_angle_median,right_hip_angle_q1,right_hip_angle_q3,trunk_angle_mean,trunk_angle_std,trunk_angle_min,trunk_angle_max,trunk_angle_range,trunk_angle_median,trunk_angle_q1,trunk_angle_q3,knee_angle_asymmetry,hip_angle_asymmetry,min_knee_angle,max_trunk_angle,estimated_depth_proxy
data/raw/custom_videos/squat_knee_valgus/Get Rid of Knee Cave (Valgus) for Good Secret Method!.mp4,squat_knee_valgus,development,custom_squat_videos,103.20463217461601,44.037123241755594,3.89,180.0,176.11,93.69,73.78,140.5,88.54881972514147,45.50746658003033,0.73,179.93,179.20000000000002,78.1,56.44,110.87,104.75047696038803,42.82430180677022,1.27,179.27,178.0,98.26,76.47,148.78,89.3885044462409,42.840552279240285,0.65,179.95,179.29999999999998,73.73,63.52,116.56,18.320072756669358,15.451466423187188,0.0,89.67,89.67,13.0,8.18,24.54,35.889232012934514,34.09763945028294,0.73,89.67,179.27
data/raw/custom_videos/squat_knee_valgus/How to Fix Knee Cave in the Squat (And Should You Bother).mp4,squat_knee_valgus,development,custom_squat_videos,155.07743927542197,42.9337149092017,0.61,180.0,179.39,175.965,159.845,178.67,159.6123219431865,35.028400896584714,2.21,180.0,177.79,176.1,168.54,178.62,160.98879580074106,25.86679039818011,0.47,179.99,179.52,173.4,158.08,177.4,159.03560518731987,31.981509199623797,7.6,179.98,172.38,174.79,160.4125,177.05,4.502966241251545,7.883284839411598,0.0,69.25,69.25,1.31,0.52,3.98,8.21039522437217,8.761745574310416,0.61,69.25,179.39
data/raw/custom_videos/squat_knee_valgus/Knee Valgus Explained Fix Knee Cave and Boost Your Strength.mp4,squat_knee_valgus,development,custom_squat_videos,149.3857067692444,54.61476597640619,0.06,180.0,179.94,177.28,160.66,178.96,149.15345182827076,53.48084612430539,0.11,180.0,179.89,175.82,159.6,178.28,143.59800415616573,54.72589141035354,0.03,180.0,179.97,172.24,144.01,175.56,144.25412786841756,52.29916774660723,0.05,180.0,179.95,171.73,141.52,175.27,7.372429588362736,16.549620464936762,0.0,89.59,89.59,2.01,0.78,4.76,8.288807976301014,7.06433346597692,0.06,89.59,179.94
data/raw/custom_videos/squat_knee_valgus/squat_knee_valgus_002.mp4,squat_knee_valgus,validation,custom_squat_videos,97.01881355932203,42.502623770844046,62.16,174.28,112.12,67.18,63.864999999999995,140.79,94.49271186440679,42.19708640558454,60.46,169.28,108.82,66.33,61.525,130.17,89.71220338983049,49.289242752118604,48.63,171.28,122.65,56.42,49.655,143.005,90.09847457627116,47.61083379109478,50.75,170.73,119.97999999999999,56.77,52.480000000000004,135.935,40.418305084745775,20.869999240864935,6.25,58.34,52.09,54.19,17.630000000000003,57.72,2.693559322033898,2.6981355932203392,60.46,58.34,119.53999999999999
data/raw/custom_videos/squat_shallow_depth/squat_shallow_depth_001.mp4,squat_shallow_depth,validation,custom_squat_videos,169.9952941176471,18.909371373840827,20.72,179.97,159.25,173.3,167.70999999999998,177.39,144.71840336134454,35.69453132285544,8.89,179.94,171.05,163.32,114.11,173.125,149.35857142857142,8.572067035044775,107.27,164.09,56.82000000000001,149.37,143.66,156.01999999999998,132.30126050420165,24.45065748302703,86.3,167.83,81.53000000000002,145.91,110.61,151.695,8.425798319327729,8.190276515765694,0.01,55.72,55.71,6.81,3.465,10.955,27.4536974789916,26.072773109243695,8.89,55.72,171.11
data/raw/custom_videos/squat_shallow_depth/squat_shallow_depth_002.mp4,squat_shallow_depth,holdout_test,custom_squat_videos,163.3654054054054,5.408274238706085,156.73,174.27,17.54000000000002,163.1,158.11,167.83,120.77135135135136,24.427090871491835,93.93,175.63,81.69999999999999,113.26,99.22,135.39,166.88783783783785,5.961980051615875,154.92,173.53,18.610000000000014,167.51,162.09,173.36,118.54648648648649,16.152523393561363,101.5,154.08,52.58000000000001,113.35,104.15,129.41,5.025675675675677,2.6750009250218567,0.16,8.01,7.85,5.56,2.96,7.66,42.79783783783784,48.341351351351356,93.93,8.01,86.07
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_001.mp4,squat_trunk_lean,validation,custom_squat_videos,173.1691208791209,7.922921906395314,121.36,179.96,58.60000000000001,175.07,170.63,177.64499999999998,153.9064835164835,26.376987154916076,91.93,179.99,88.06,163.96,134.35500000000002,175.47,165.41362637362636,11.53514624689806,104.98,179.95,74.96999999999998,166.3,157.635,174.2,126.68065934065935,36.22674889952183,51.02,165.27,114.25,143.79,94.42,158.295,13.578131868131864,13.422203837326515,0.01,39.95,39.940000000000005,9.06,1.3050000000000002,24.549999999999997,20.748351648351644,40.947692307692314,91.93,39.95,88.07
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_002.mp4,squat_trunk_lean,train_like_reference,custom_squat_videos,137.88283950617284,43.94438618438526,1.04,178.51,177.47,151.42,139.88,163.24,115.91407407407408,46.61952226526379,10.22,177.2,166.98,118.66,79.69,163.51,114.2304938271605,40.461918718998014,4.58,179.91,175.32999999999998,114.32,85.68,143.9,69.9337037037037,40.9585744183235,23.57,162.16,138.59,59.48,33.7,99.43,55.239382716049384,24.536873805808483,1.27,86.99,85.72,58.71,45.39,74.71,27.254197530864193,49.29555555555556,1.04,86.99,178.96
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_003.mp4,squat_trunk_lean,train_like_reference,custom_squat_videos,100.62454081632653,55.691514992286656,42.85,179.34,136.49,65.67,48.3675,161.5125,115.07867346938777,50.33191699755216,57.6,179.93,122.33000000000001,95.16,67.03750000000001,175.5125,100.73525510204082,56.42650245245186,40.77,171.9,131.13,71.18,47.7425,167.3025,110.01469387755103,46.01619218572562,60.13,178.92,118.78999999999999,99.91499999999999,63.305,156.815,31.883928571428573,23.703947905381085,0.36,58.43,58.07,42.325,5.1000000000000005,54.7275,14.511581632653064,16.459336734693878,42.85,58.43,137.15
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_004.mp4,squat_trunk_lean,holdout_test,custom_squat_videos,169.7176119402985,13.453077780190577,132.17,179.98,47.81,176.52,167.435,178.28,158.06805970149253,27.01739551500748,101.66,179.73,78.07,170.9,134.27,178.165,150.17761194029853,9.027627262944756,128.21,178.38,50.16999999999999,147.94,144.89499999999998,153.93,124.87492537313435,35.7531713392718,50.91,154.85,103.94,143.67,94.32,152.265,12.212835820895522,14.765896448515042,0.05,46.62,46.57,3.21,2.15,25.810000000000002,12.612238805970149,30.64776119402985,101.66,46.62,78.34
