video_path,label,split,source_dataset,source_type,original_label,augmented_label,manual_expected_reps,manual_rep_count_validated,left_knee_angle_mean,left_knee_angle_std,left_knee_angle_min,left_knee_angle_max,left_knee_angle_range,left_knee_angle_median,left_knee_angle_q1,left_knee_angle_q3,right_knee_angle_mean,right_knee_angle_std,right_knee_angle_min,right_knee_angle_max,right_knee_angle_range,right_knee_angle_median,right_knee_angle_q1,right_knee_angle_q3,left_hip_angle_mean,left_hip_angle_std,left_hip_angle_min,left_hip_angle_max,left_hip_angle_range,left_hip_angle_median,left_hip_angle_q1,left_hip_angle_q3,right_hip_angle_mean,right_hip_angle_std,right_hip_angle_min,right_hip_angle_max,right_hip_angle_range,right_hip_angle_median,right_hip_angle_q1,right_hip_angle_q3,trunk_angle_mean,trunk_angle_std,trunk_angle_min,trunk_angle_max,trunk_angle_range,trunk_angle_median,trunk_angle_q1,trunk_angle_q3,knee_angle_asymmetry,hip_angle_asymmetry,min_knee_angle,max_trunk_angle,estimated_depth_proxy
data/raw/custom_videos/squat_correct/squat_correct_011.mp4,squat_correct,development_unassigned,custom_squat_videos,real,squat_correct,,,False,163.08846338535415,18.180150400565854,123.63,179.99,56.360000000000014,173.165,147.905,178.61,163.5108223289316,17.76198581127768,123.47,179.99,56.52000000000001,171.27499999999998,149.04500000000002,177.53,161.5765846338535,21.972288673412223,112.06,179.99,67.93,172.74,146.01999999999998,177.9575,161.31975990396157,22.8357241965787,109.87,179.99,70.12,175.74,145.0525,176.895,6.68438175270108,6.908752039972422,0.0,21.26,21.26,3.37,1.455,11.7075,4.928481392557022,2.4946878751500603,123.47,21.26,56.53
data/raw/custom_videos/squat_correct/squat_correct_012.mp4,squat_correct,development_unassigned,custom_squat_videos,real,squat_correct,,,False,116.47102775693924,54.80534605134733,3.13,179.96,176.83,139.73,59.98,163.65,123.81081770442611,53.999890219726026,2.54,179.98,177.44,149.53,68.26,168.9,99.36871717929482,53.80157139202204,0.04,179.83,179.79000000000002,105.94,41.52,151.18,98.69081020255062,54.68392014316724,0.27,180.0,179.73,118.38,41.92,149.9,12.381852963240812,15.406001488473617,0.05,89.31,89.26,5.82,3.44,15.67,19.317839459864967,17.665018754688674,2.54,89.31,177.46
data/raw/custom_videos/squat_correct/squat_correct_013.mp4,squat_correct,development_unassigned,custom_squat_videos,real,squat_correct,,,False,121.52506307821697,49.405681577917,35.7,178.5,142.8,148.24,68.07,167.08,118.00975609756095,49.85019306097394,33.07,179.69,146.62,150.16,63.52,162.8,117.62365012615642,58.76253699891403,7.93,179.99,172.06,156.27,49.36,170.41,118.69613120269135,60.97958446990599,17.66,179.99,162.33,156.19,48.22,176.42,28.20977291841884,27.441980131537285,0.0,87.04,87.04,12.42,1.83,55.96,7.130630782169891,5.879142136248949,33.07,87.04,146.93
data/raw/custom_videos/squat_knee_valgus/squat_knee_valgus_001.mp4,squat_knee_valgus,development_unassigned,custom_squat_videos,real,squat_knee_valgus,,,False,149.3681164610691,54.65800279694756,0.06,180.0,179.94,177.28,160.67,178.96,149.13696201971968,53.521736529239966,0.11,180.0,179.89,175.82,159.65,178.28,143.57353716231154,54.775624162314145,0.03,180.0,179.97,172.24,144.05,175.56,144.2354649157713,52.33560328592725,0.05,180.0,179.95,171.73,141.52,175.27,7.3717915727107926,16.54988923930307,0.0,89.59,89.59,2.01,0.78,4.76,8.290246274925941,7.070296679488881,0.06,89.59,179.94
data/raw/custom_videos/squat_knee_valgus/squat_knee_valgus_002.mp4,squat_knee_valgus,validation,custom_squat_videos,real,squat_knee_valgus,,,False,97.01881355932203,42.502623770844046,62.16,174.28,112.12,67.18,63.864999999999995,140.79,94.49271186440679,42.19708640558454,60.46,169.28,108.82,66.33,61.525,130.17,89.71220338983049,49.289242752118604,48.63,171.28,122.65,56.42,49.655,143.005,90.09847457627116,47.61083379109478,50.75,170.73,119.97999999999999,56.77,52.480000000000004,135.935,40.418305084745775,20.869999240864935,6.25,58.34,52.09,54.19,17.630000000000003,57.72,2.693559322033898,2.6981355932203392,60.46,58.34,119.53999999999999
data/raw/custom_videos/squat_knee_valgus/squat_knee_valgus_003.mp4,squat_knee_valgus,development_unassigned,custom_squat_videos,real,squat_knee_valgus,,,False,103.20463217461601,44.037123241755594,3.89,180.0,176.11,93.69,73.78,140.5,88.54881972514147,45.50746658003033,0.73,179.93,179.20000000000002,78.1,56.44,110.87,104.75047696038803,42.82430180677022,1.27,179.27,178.0,98.26,76.47,148.78,89.3885044462409,42.840552279240285,0.65,179.95,179.29999999999998,73.73,63.52,116.56,18.320072756669358,15.451466423187188,0.0,89.67,89.67,13.0,8.18,24.54,35.889232012934514,34.09763945028294,0.73,89.67,179.27
data/raw/custom_videos/squat_knee_valgus/squat_knee_valgus_004.mp4,squat_knee_valgus,development_unassigned,custom_squat_videos,real,squat_knee_valgus,,,False,155.07743927542197,42.9337149092017,0.61,180.0,179.39,175.965,159.845,178.67,159.6123219431865,35.028400896584714,2.21,180.0,177.79,176.1,168.54,178.62,160.98879580074106,25.86679039818011,0.47,179.99,179.52,173.4,158.08,177.4,159.03560518731987,31.981509199623797,7.6,179.98,172.38,174.79,160.4125,177.05,4.502966241251545,7.883284839411598,0.0,69.25,69.25,1.31,0.52,3.98,8.21039522437217,8.761745574310416,0.61,69.25,179.39
data/raw/custom_videos/squat_shallow_depth/squat_shallow_depth_001.mp4,squat_shallow_depth,validation,custom_squat_videos,real,squat_shallow_depth,,,False,172.82647058823528,4.753177546331514,161.25,179.99,18.74000000000001,173.19,168.845,176.5,150.005462184874,30.44695960446844,94.37,179.65,85.28,169.93,118.16,174.555,149.98999999999998,7.290999285985106,135.05,164.16,29.109999999999985,150.78,143.325,156.285,132.80226890756305,24.592518860980643,86.38,159.25,72.87,145.59,110.4,152.5,6.979411764705884,4.525622533734424,0.05,16.99,16.939999999999998,6.89,3.23,9.0,25.32605042016807,26.675798319327733,94.37,16.99,85.63
data/raw/custom_videos/squat_shallow_depth/squat_shallow_depth_002.mp4,squat_shallow_depth,holdout_test,custom_squat_videos,real,squat_shallow_depth,,,False,163.4402702702703,5.474018478716739,156.75,174.95,18.19999999999999,163.04,158.09,168.05,120.79135135135134,24.49803181969348,93.96,175.73,81.77,113.38,99.17,135.06,166.85351351351352,5.962613800247208,154.86,173.51,18.649999999999977,167.48,162.12,173.32,118.54351351351353,16.139930542771644,101.54,154.09,52.55,113.37,104.15,128.91,5.012972972972974,2.670990164476275,0.3,8.0,7.7,5.53,3.01,7.65,42.85216216216217,48.309999999999995,93.96,8.0,86.04
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_001.mp4,squat_trunk_lean,validation,custom_squat_videos,real,squat_trunk_lean,,,False,173.229010989011,7.919122225603988,122.65,179.94,57.28999999999999,175.32,170.79000000000002,177.67000000000002,153.73571428571427,26.288536763181334,91.97,179.74,87.77000000000001,162.5,134.62,175.195,165.4768131868132,11.438453929870077,105.4,179.86,74.46000000000001,167.34,157.79500000000002,174.125,126.71824175824175,36.20524825635353,50.91,165.48,114.57,143.82,94.59,158.32999999999998,13.637912087912087,13.456348844023466,0.0,39.95,39.95,9.06,1.51,25.045,21.049780219780217,41.13153846153846,91.97,39.95,88.03
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_002.mp4,squat_trunk_lean,train_like_reference,custom_squat_videos,real,squat_trunk_lean,,,False,139.47716049382714,42.36494871460989,0.28,172.23,171.95,152.08,139.83,163.82,116.45530864197532,45.67461055768399,18.93,176.78,157.85,118.92,78.66,163.36,114.49419753086423,37.636190616335355,10.03,179.46,169.43,116.07,85.31,143.22,71.0737037037037,40.565714905431555,22.3,162.27,139.97,65.1,35.1,99.52,54.647283950617265,24.717302132753915,1.23,88.98,87.75,58.22,44.74,73.69,28.341358024691353,48.13135802469136,0.28,88.98,179.72
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_003.mp4,squat_trunk_lean,train_like_reference,custom_squat_videos,real,squat_trunk_lean,,,False,100.62454081632653,55.691514992286656,42.85,179.34,136.49,65.67,48.3675,161.5125,115.07867346938777,50.33191699755216,57.6,179.93,122.33000000000001,95.16,67.03750000000001,175.5125,100.73525510204082,56.42650245245186,40.77,171.9,131.13,71.18,47.7425,167.3025,110.01469387755103,46.01619218572562,60.13,178.92,118.78999999999999,99.91499999999999,63.305,156.815,31.883928571428573,23.703947905381085,0.36,58.43,58.07,42.325,5.1000000000000005,54.7275,14.511581632653064,16.459336734693878,42.85,58.43,137.15
data/raw/custom_videos/squat_trunk_lean/squat_trunk_lean_004.mp4,squat_trunk_lean,holdout_test,custom_squat_videos,real,squat_trunk_lean,,,False,169.7176119402985,13.453077780190577,132.17,179.98,47.81,176.52,167.435,178.28,158.06805970149253,27.01739551500748,101.66,179.73,78.07,170.9,134.27,178.165,150.17761194029853,9.027627262944756,128.21,178.38,50.16999999999999,147.94,144.89499999999998,153.93,124.87492537313435,35.7531713392718,50.91,154.85,103.94,143.67,94.32,152.265,12.212835820895522,14.765896448515042,0.05,46.62,46.57,3.21,2.15,25.810000000000002,12.612238805970149,30.64776119402985,101.66,46.62,78.34
